"id","start_date","lat","lon","l3","rooms","surface_total","surface_covered","price","currency","property_type","operation_type"
"PLtQ/Av96JIvZ1QuGveLYA==","2019-06-04",-34.5873825,-58.3972762,"Recoleta",6,253,230,850000,"USD","Departamento","Venta"
"Vn/VNkQAZBjQ21O3vKBC4A==","2019-06-04",-34.595942,-58.390104,"Recoleta",4,152,142,475000,"USD","Departamento","Venta"
"/2J1EvV5OMsL6GW3AaxmQw==","2019-06-04",-34.5863131763,-58.3954538672,"Recoleta",5,270,240,800000,"USD","Departamento","Venta"
"m1UJo3j5L1em9OL0WEyZcA==","2019-04-16",-34.5843848,-58.3992176,"Recoleta",4,100,96,350000,"USD","Departamento","Venta"
"Gf6O/7wkwGo4/T3XaqNhPA==","2019-04-16",-34.590588,-58.39756,"Recoleta",3,76,70,250000,"USD","Departamento","Venta"
"kljs6jdEZxvNOUqr6DFHeQ==","2019-04-16",-34.5927518,-58.3855839,"Recoleta",3,90,86,310000,"USD","Departamento","Venta"
"bGkj36aprJ2cBDicV8q7DQ==","2019-04-16",-34.592661,-58.3928413,"Recoleta",4,125,115,410000,"USD","Departamento","Venta"
"eCkR2h/jnha3LIzeXzjiYQ==","2019-04-16",-34.592699,-58.398972,"Recoleta",3,96,96,315000,"USD","Departamento","Venta"
"Hzgu+SB1EO3fSDZajMsAKQ==","2019-04-16",-34.6607066455,-58.4682919571,"Villa Lugano",3,60,60,79000,"USD","Departamento","Venta"
"Bb/93NzDcS98OU3d8N2nlQ==","2019-05-11",-34.5953561998,-58.3933824015,"Recoleta",4,136,136,445000,"USD","Departamento","Venta"
"cqJ18bwzyuU+ANkdcLZCdQ==","2019-05-11",-34.5994861,-58.3970571,"Recoleta",3,83,80,295000,"USD","Departamento","Venta"
"VzE8RYcUJasjTU1+B00UVQ==","2019-05-11",-34.5963197,-58.378533,"Recoleta",2,40,40,134000,"USD","Departamento","Venta"
"hyysGywUAMXW53hamO81Pg==","2019-05-11",-34.5928386,-58.3875445,"Recoleta",6,170,159,550000,"USD","Departamento","Venta"
"i3Hk85e76+hHmdmHpunIFg==","2019-05-11",-34.591962,-58.39754,"Recoleta",4,84,78,270000,"USD","Departamento","Venta"
"tCjrWDscKsyadhFQLl6/vA==","2019-05-11",-34.5674397,-58.4322919,"Las Cañitas",4,103,97,360000,"USD","Departamento","Venta"
"i8YA99T2+i7h27n0+G7Lug==","2019-03-18",-34.5634456797,-58.4405485684,"Las Cañitas",1,44,41,158000,"USD","Departamento","Venta"
"lxCxJZXsn5X6Wo0gZnQRpg==","2019-03-18",-34.5634456797,-58.4405485684,"Las Cañitas",1,44,41,148000,"USD","Departamento","Venta"
"c+3aeiVJvo9AC17pI3oeZw==","2019-03-18",-34.596827,-58.3930846,"Recoleta",2,50,50,184384,"USD","Departamento","Venta"
"DzOAOUsZmpMyFpr6lQfPFQ==","2019-03-18",-34.5911518,-58.4128797,"Recoleta",4,108,99,380000,"USD","Departamento","Venta"
"DpQo05n7rulazS3yqLld3g==","2019-03-18",-34.5940755574,-58.3993367981,"Recoleta",5,149,141,460000,"USD","Departamento","Venta"
"45T5RMjtDH6hNnK9rY369Q==","2019-03-18",-34.665039,-58.474111,"Villa Lugano",5,90,90,115000,"USD","Departamento","Venta"
"DXZUaAZ/6Ac3kOQRXnZoJA==","2019-02-01",-34.642678,-58.438412,"Parque Chacabuco",1,37,32,78215,"USD","Departamento","Venta"
"PJTsZXcNgUBCdhkQGsukzQ==","2019-02-01",-34.642678,-58.438412,"Parque Chacabuco",1,38,32,80660,"USD","Departamento","Venta"
"MOsEXrjdx9GocP/5F/1DMw==","2019-02-01",-34.642678,-58.438412,"Parque Chacabuco",1,63,42,103175,"USD","Departamento","Venta"
"bDFwXYZJ2qMmh5GbiOJ2Aw==","2019-02-01",-34.594948,-58.390808,"Recoleta",2,34,34,120000,"USD","Departamento","Venta"
"Xo0KFibfvlVn7BX02+fS/g==","2019-02-01",-34.586818,-58.402378,"Recoleta",2,35,31,99000,"USD","Departamento","Venta"
"xIXMs6lsx3QtHPl1KtdgTA==","2019-02-01",-34.630844,-58.449856,"Parque Chacabuco",2,31,28,69000,"USD","Departamento","Venta"
"Cbdggji3E2C6DyKjZJtoxQ==","2019-02-01",-34.642678,-58.438412,"Parque Chacabuco",1,58,52,119260,"USD","Departamento","Venta"
"ppMv3uN79kj20MlP3M6nmg==","2019-02-01",-34.5919776,-58.4050384,"Recoleta",3,85,85,289000,"USD","Departamento","Venta"
"OMZ4Gtz6/lqeInctFVMg+A==","2019-02-01",-34.5926397,-58.3950119,"Recoleta",3,100,90,320000,"USD","Departamento","Venta"
"S+ty7n9w2g7z+bKqKxu+oQ==","2019-02-01",-34.5679094,-58.433701,"Las Cañitas",3,66,63,250000,"USD","Departamento","Venta"
"eQTnl7KS6NzETK9Gd8gP0Q==","2019-02-01",-34.5909415,-58.3891506,"Recoleta",4,202,183,698000,"USD","Departamento","Venta"
"UOVrY7uDJF07ASSQkVQ/5w==","2019-02-01",-34.591253,-58.395702,"Recoleta",4,106,102,375000,"USD","Departamento","Venta"
"QL0I4lU5yaw0/4C7fhumTQ==","2019-02-01",-34.5915381189,-58.3844242704,"Recoleta",4,147,147,540000,"USD","Departamento","Venta"
"lUqqNXvNY9v5UvhSeavVzA==","2019-03-19",-34.5943521,-58.3874393,"Recoleta",1,27,27,87000,"USD","Departamento","Venta"
"0eRHlM1VX5wETtkC1Cnyyg==","2019-03-19",-34.5968514,-58.4129343,"Recoleta",1,54,45,157000,"USD","Departamento","Venta"
"gPJbqJc8jtcGh4ISLiA4wA==","2019-03-19",-34.57120895,-58.43255234,"Las Cañitas",1,54,49,175000,"USD","Departamento","Venta"
"wjirOLjiYF8sZn1rqxjrAw==","2019-03-19",-34.5927894153,-58.387320137,"Recoleta",2,55,55,180000,"USD","Departamento","Venta"
"u7PeFfNkLosvBO31S/dAXg==","2019-03-19",-34.5874386,-58.4015692,"Recoleta",2,52,46,155000,"USD","Departamento","Venta"
"Wcjec4LqOm2kQVojNrLTzQ==","2019-03-19",-34.5915885,-58.4112696,"Recoleta",3,94,84,300000,"USD","Departamento","Venta"
"h37KOB74OkbkyLDc1EeA/Q==","2019-03-19",-34.5973426,-58.4053551,"Recoleta",4,83,83,265000,"USD","Departamento","Venta"
"Bx0QpQOXCB8cC7mjnc/0MA==","2019-03-19",-34.5924178,-58.4097178,"Recoleta",4,129,118,425000,"USD","Departamento","Venta"
"8w86/zKxwNQUeR4Uhhn9tw==","2019-03-19",-34.5956193,-58.3872734,"Recoleta",5,195,195,640000,"USD","Departamento","Venta"
"AdkXXxaSgevMQRJjQhbQbw==","2019-03-19",-34.5946016,-58.3955195,"Recoleta",5,163,130,445000,"USD","Departamento","Venta"
"He5c1dWjHcI7mEqJP47lrQ==","2019-02-09",-34.5887496,-58.4052371,"Recoleta",NA,37,37,120000,"USD","Departamento","Venta"
"whk/fTeB6QDl1IGBFbmLkw==","2019-02-09",-34.597511,-58.404509,"Recoleta",1,43,43,140414,"USD","Departamento","Venta"
"jCzd20KIRpzDYfvZNosuNg==","2019-02-09",-34.5975922655,-58.4033158096,"Recoleta",1,42,42,146586,"USD","Departamento","Venta"
"1XywJ2qXDDQarqWDlYnpvg==","2019-02-09",-34.5661248,-58.4392294,"Las Cañitas",2,44,42,149900,"USD","Departamento","Venta"
"STOYJGEsy1eXAdNV2HrZnw==","2019-02-09",-34.5915903,-58.3859463,"Recoleta",4,168,168,640000,"USD","Departamento","Venta"
"WsYR/V2X0ZNzeyEbhh3agg==","2019-02-09",-34.5919551,-58.3852939,"Recoleta",4,143,129,475000,"USD","Departamento","Venta"
"Z5JoYu0Hagsxt/o+cJovjg==","2019-02-09",-34.594782,-58.387323,"Recoleta",4,120,120,385000,"USD","Departamento","Venta"
"GIk5sfldqXyAcNDAOvv5hw==","2019-02-09",-34.594574,-58.385765,"Recoleta",4,99,89,330000,"USD","Departamento","Venta"
"XU2k3tTJ7lib2VpZ93aU9A==","2019-02-09",-34.677776,-58.482852,"Villa Lugano",4,35,35,50000,"USD","Departamento","Venta"
"szjt0mjGzElJR1y60YFzAA==","2019-02-19",-34.6412253,-58.4320413,"Parque Chacabuco",NA,64,49,120000,"USD","Departamento","Venta"
"jsj9tNCxLI0d23T0KdJTTQ==","2019-02-19",-34.597261,-58.400563,"Recoleta",1,30,30,114000,"USD","Departamento","Venta"
"nZ3aMoiVXrPTKFT1Ab2OMg==","2019-02-19",-34.5869097,-58.3963734,"Recoleta",1,35,35,120000,"USD","Departamento","Venta"
"ilk7Q2l9uKk4KjlRpJ4lKw==","2019-02-19",-34.5904112,-58.3942172,"Recoleta",3,117,107,380000,"USD","Departamento","Venta"
"f4jBex60npGTTOz3BK6AqA==","2019-02-19",-34.5947332314,-58.4039546484,"Recoleta",3,83,80,279000,"USD","Departamento","Venta"
"ur+RcO28IHnlPN6glednAg==","2019-02-19",-34.598158,-58.411786,"Recoleta",3,68,63,220000,"USD","Departamento","Venta"
"aqePg0/n1I+xA2XjGAOZow==","2019-02-19",-34.5947332314,-58.4039546484,"Recoleta",4,83,80,279000,"USD","Departamento","Venta"
"nh9xeww2eyqjCc1mHesf6A==","2019-02-19",-34.5955049,-58.393461,"Recoleta",4,151,145,460000,"USD","Departamento","Venta"
"wBfw8clkMRI0FIxLgJtUmg==","2019-02-19",-34.5919141,-58.3935659,"Recoleta",5,189,160,596000,"USD","Departamento","Venta"
"wddSHSZyrePXhIBku0ssFA==","2019-01-11",-34.595312,-58.379531,"Recoleta",1,38,35,125000,"USD","Departamento","Venta"
"9VVM1oW8LBilEqSF2T1ayQ==","2019-01-11",-34.592361,-58.3944434,"Recoleta",2,42,42,150000,"USD","Departamento","Venta"
"DDuwf673YtruwK7VZ4gc3A==","2019-01-11",-34.5895459,-58.3973636,"Recoleta",2,30,30,95000,"USD","Departamento","Venta"
"g6YFe4Cwbn0cUHq1ADE7sQ==","2019-01-11",-34.5921117,-58.3971361,"Recoleta",2,94,70,259000,"USD","Departamento","Venta"
"TmC09hk+Aub/+IXOJyiJmA==","2019-01-11",-34.5895459,-58.3973636,"Recoleta",3,73,63,220000,"USD","Departamento","Venta"
"fm11iMJDBTjwV3VYRIr4ow==","2019-01-11",-34.5891403,-58.399889,"Recoleta",3,82,82,282000,"USD","Departamento","Venta"
"9PF+EGrTBbWpNIp6oRF/ww==","2019-01-11",-34.5871596306,-58.3851506884,"Recoleta",4,154,143,495000,"USD","Departamento","Venta"
"nejiNnuBqa2rxaIF3Sl51A==","2019-01-11",-34.5925942,-58.3929046,"Recoleta",4,112,109,349000,"USD","Departamento","Venta"
"3UNOoFFGuLtDTggCsA0j2w==","2019-03-16",-34.5919104,-58.4113477,"Recoleta",3,92,87,278000,"USD","Departamento","Venta"
"p5yWRggKtZl3XVNVqus5sw==","2019-03-16",-34.56535721,-58.43373108,"Las Cañitas",3,192,180,779000,"USD","Departamento","Venta"
"5lGifnPKrMO4KmfASFIDpA==","2019-05-16",-34.5943501957,-58.3991712701,"Recoleta",4,143,108,370000,"USD","Departamento","Venta"
"XTBvmQAZ1e7kBHO/6dW1dQ==","2019-05-16",-34.5972206,-58.3881508,"Recoleta",NA,37,33,119000,"USD","Departamento","Venta"
"lgL/5kvhsBwjonoTIdyjOw==","2019-05-16",-34.589701,-58.3936415,"Recoleta",2,43,43,138000,"USD","Departamento","Venta"
"id6mSxH2HWMLOEPt+8+5kA==","2019-05-16",-34.6403366,-58.4235789,"Parque Chacabuco",3,45,38,98000,"USD","Departamento","Venta"
"VuQJ5NQ8eB22+5st7uLt1w==","2019-05-16",-34.6366026,-58.4449072,"Parque Chacabuco",5,192,171,450000,"USD","Departamento","Venta"
"zXwYaaTR7PvzgvYFALks+A==","2019-05-16",-34.6402062,-58.4242662,"Parque Chacabuco",2,47,40,92000,"USD","Departamento","Venta"
"v4q4oFodOvRCsguxh92vTw==","2019-05-16",-34.5873825,-58.3972762,"Recoleta",4,186,96,360000,"USD","Departamento","Venta"
"cZ40a0IL5vGF+rnFnIDLDg==","2019-05-16",-34.5946016,-58.3955195,"Recoleta",4,109,100,360000,"USD","Departamento","Venta"
"mhL7u56hBrOINEyMOan6zQ==","2019-05-16",-34.689625,-58.478932,"Villa Lugano",3,49,49,70000,"USD","Departamento","Venta"
"g7Coetwd/cntcwGeTElfKA==","2019-05-16",-34.5874714,-58.3989883,"Recoleta",4,101,94,330000,"USD","Departamento","Venta"
"n63gngw4RMctLZIsTkmSwA==","2019-05-16",-34.5912417048,-58.4026851027,"Recoleta",4,85,76,255000,"USD","Departamento","Venta"
"6UF5xlqaE0og7ByMkEhiIQ==","2019-05-16",-34.5780655,-58.4265317,"Las Cañitas",4,152,120,495000,"USD","Departamento","Venta"
"jVopNHwOwVdeWu9WvGCHdw==","2019-05-16",-34.5705014089,-58.4349803968,"Las Cañitas",4,119,93,398000,"USD","Departamento","Venta"
"WuCQSHFBYbLYBEU8AfXK7A==","2019-05-16",-34.5863131763,-58.3954538672,"Recoleta",5,270,240,800000,"USD","Departamento","Venta"
"hiTNXltLTgy9GoDw6XLgbw==","2019-05-16",-34.58788,-58.387711,"Recoleta",5,141,135,475000,"USD","Departamento","Venta"
"wCBpLDbXSix4Q9jcH2TJWw==","2019-03-17",-34.5932323622,-58.3875556344,"Recoleta",2,68,62,210000,"USD","Departamento","Venta"
"2vHVZc3f7O2svjkMCi1HmQ==","2019-03-17",-34.585425,-58.400237,"Recoleta",2,39,39,125000,"USD","Departamento","Venta"
"e4f5ggJaWWkvk1HV36GO7A==","2019-03-17",-34.592379,-58.38501,"Recoleta",3,90,90,315000,"USD","Departamento","Venta"
"93iMQeK3QIkyjqdX+vWd/A==","2019-03-17",-34.5947671,-58.4135935,"Recoleta",4,80,80,260000,"USD","Departamento","Venta"
"97/IxDOFXN+unZToRPi6yw==","2019-03-17",-34.5915562,-58.3937475,"Recoleta",4,121,113,430000,"USD","Departamento","Venta"
"UGfHoxhJxyuwPX5R8k4Xcg==","2019-03-17",-34.670624,-58.4801284,"Villa Lugano",4,86,80,92500,"USD","Departamento","Venta"
"j2FEYujzOzGFoBny8kDhOA==","2019-03-17",-34.685063,-58.46856,"Villa Lugano",4,71,69,89900,"USD","Departamento","Venta"
"oN35HT7CWsmP+ca1HD1W+Q==","2019-03-17",-34.5897916,-58.3914986,"Recoleta",5,166,156,540000,"USD","Departamento","Venta"
"T7yqbRZxgEECI2c6QPXRLg==","2019-05-04",-34.5958488303,-58.3953045067,"Recoleta",2,64,50,160000,"USD","Departamento","Venta"
"mEXf9RIlTIEOgumQ8vqqbg==","2019-05-04",-34.6871137,-58.4608059,"Villa Lugano",NA,70,65,80000,"USD","Departamento","Venta"
"3lEgY+sw/Hsq+gYbXt0Cgg==","2019-05-04",-34.685661,-58.4651552,"Villa Lugano",NA,49,49,55000,"USD","Departamento","Venta"
"aryPggwAO3FYfVYZ8wgMwQ==","2019-05-04",-34.5908571,-58.3906818,"Recoleta",7,200,200,650000,"USD","Departamento","Venta"
"Eu88axjf2LOMLD+8L1is8w==","2019-05-04",-34.5977067,-58.4080156,"Recoleta",5,180,180,600000,"USD","Departamento","Venta"
"6rO/tlMxTGc7DcqOkSMdZA==","2019-06-05",-34.5877697,-58.395297,"Recoleta",1,26,26,99500,"USD","Departamento","Venta"
"h40UaBO5WphmYAGPR0Dsqg==","2019-06-05",-34.5950874,-58.394658,"Recoleta",3,89,85,310000,"USD","Departamento","Venta"
"i04pTquhFVr4Fd7ndgYVbg==","2019-06-05",-34.620979,-58.436348,"Parque Chacabuco",3,55,55,135000,"USD","Departamento","Venta"
"ULWscs/0E8mX9QXKGgh09A==","2019-06-10",-34.5947793,-58.4148147,"Recoleta",3,112,87,280000,"USD","Departamento","Venta"
"QuQFXQWA7WvEYLHs3/NB5Q==","2019-06-10",-34.587493,-58.400074,"Recoleta",1,36,36,129000,"USD","Departamento","Venta"
"0rYMNbHHmboexJyliZ5O3g==","2019-06-10",-34.5947793,-58.4148147,"Recoleta",3,112,87,280000,"USD","Departamento","Venta"
"BjJaBxVmCAku+p2YJIFj2Q==","2019-06-10",-34.5885193,-58.3903276,"Recoleta",3,89,85,285000,"USD","Departamento","Venta"
"4XlRVotNG7jj0c/Ork+ZVA==","2019-06-10",-34.5976023,-58.4023691,"Recoleta",3,46,45,142000,"USD","Departamento","Venta"
"bEGn5kJg1Y15Mp/77LTyOQ==","2019-06-10",-34.5832809,-58.4021775,"Recoleta",3,114,92,340000,"USD","Departamento","Venta"
"CJpKRrTwkdFKAcdD3oh14A==","2019-06-10",-34.5941667,-58.3917198,"Recoleta",3,118,109,400000,"USD","Departamento","Venta"
"Pq1ypyNWvY4hJc7lWoFUlw==","2019-06-10",-34.5926397,-58.3950119,"Recoleta",3,80,75,280000,"USD","Departamento","Venta"
"n9wvZvbBBWsx3MlMLRk/MQ==","2019-06-10",-34.5912417048,-58.4026851027,"Recoleta",4,85,76,255000,"USD","Departamento","Venta"
"bCvw70iThDiFbNnsyY/IBQ==","2019-06-10",-34.5970358,-58.3917751,"Recoleta",4,100,93,315000,"USD","Departamento","Venta"
"CkmtePmo41MbIYeG+dKmsQ==","2019-06-10",-34.591692,-58.3880457,"Recoleta",5,113,113,385000,"USD","Departamento","Venta"
"K/WZVhAtsliJljLIGvYdPw==","2019-06-10",-34.5956998,-58.3907536,"Recoleta",5,164,164,520000,"USD","Departamento","Venta"
"rdPKpESpTiGqHKn70TqzMA==","2019-06-10",-34.5910820718,-58.3947918099,"Recoleta",4,358,240,870000,"USD","Departamento","Venta"
"uYApMlAP1n1l4eC3p16vnA==","2019-04-30",-34.5977373,-58.4134565,"Recoleta",1,38,32,118000,"USD","Departamento","Venta"
"ox9l9ext14hk/VFPXPSdLg==","2019-04-30",-34.5941562,-58.3858062,"Recoleta",5,180,180,620000,"USD","Departamento","Venta"
"/5WXgZ6uC3+PXuIxho4zQQ==","2019-04-30",-34.5947626,-58.4011242,"Recoleta",4,143,133,420000,"USD","Departamento","Venta"
"S7g+JuTSA0Llyo9ZajINwg==","2019-04-30",-34.59281,-58.387266,"Recoleta",2,52,52,175000,"USD","Departamento","Venta"
"VuEperZvoic8WL04myBIiw==","2019-04-30",-34.5905684,-58.384887,"Recoleta",5,190,190,720000,"USD","Departamento","Venta"
"CkEgvjRQYN1t2P0kY+qDyA==","2019-04-30",-34.5926397,-58.3950119,"Recoleta",3,80,75,280000,"USD","Departamento","Venta"
"aTv24o43mWBBkXeUA9MgBw==","2019-04-30",-34.5871433494,-58.3960185627,"Recoleta",3,84,77,265000,"USD","Departamento","Venta"
"uC3EGUpzEDOoB0ZGmrskjQ==","2019-04-30",-34.5911518,-58.4128797,"Recoleta",4,108,99,380000,"USD","Departamento","Venta"
"XX/5DmR6g1fr795vOKlrEw==","2019-04-11",-34.5901617,-58.4058008,"Recoleta",3,69,60,199000,"USD","Departamento","Venta"
"yKPOkmsIzdUFe7+YPb6uQg==","2019-04-11",-34.5894417,-58.3887657,"Recoleta",4,214,214,800000,"USD","Departamento","Venta"
"ydFk+FxbJPvsDlOpiY3AQQ==","2019-04-11",-34.5676739,-58.431799,"Las Cañitas",2,40,37,143000,"USD","Departamento","Venta"
"y5XbydmU+agkpuQRspAEvQ==","2019-04-11",-34.5966663,-58.3918095,"Recoleta",2,35,35,115000,"USD","Departamento","Venta"
"+60xtGZEvEUxyY+xQenzGw==","2019-04-11",-34.5923209263,-58.4029605368,"Recoleta",2,37,35,120000,"USD","Departamento","Venta"
"hP21UypDEPnySP5f7pKIWg==","2019-04-11",-34.596368,-58.398667,"Recoleta",1,24,24,85000,"USD","Departamento","Venta"
"8JTZuf9UGg3FHmXDkbWHFw==","2019-04-11",-34.6223479575,-58.4421736386,"Parque Chacabuco",1,25,25,65000,"USD","Departamento","Venta"
"R0ewn6rL8CXoJwhDOrkdUg==","2019-04-11",-34.595028,-58.388435,"Recoleta",4,170,155,500000,"USD","Departamento","Venta"
"doygwPu9hwV4OBOPqN/yKA==","2019-04-11",-34.5981363,-58.3841423,"Recoleta",4,84,84,270000,"USD","Departamento","Venta"
"V9x8Zs49szfZri9+qYm/cw==","2019-04-05",-34.591624,-58.41106,"Recoleta",1,29,29,99000,"USD","Departamento","Venta"
"t6D+kuWjROXK2WfXqlIMrA==","2019-04-05",-34.597727,-58.410177,"Recoleta",1,43,39,129000,"USD","Departamento","Venta"
"ncK11B534/IPekrMyh1vzQ==","2019-04-05",-34.597465,-58.387849,"Recoleta",1,37,37,134700,"USD","Departamento","Venta"
"gKsyKeja/EABUeokua0RcA==","2019-04-05",-34.6868641285,-58.4607710836,"Villa Lugano",3,73,65,71500,"USD","Departamento","Venta"
"vrDeKPFwDFoJkdL5t6mBpg==","2019-04-05",-34.630824,-58.442137,"Parque Chacabuco",3,71,64,143000,"USD","Departamento","Venta"
"iyorn4IqLEo18mtRqtyhhA==","2019-04-05",-34.5879454,-58.3985003,"Recoleta",4,158,158,530000,"USD","Departamento","Venta"
"1Y+u/vqlpzPN2lfg0qjSvQ==","2019-05-17",-34.6338441,-58.4397268,"Parque Chacabuco",4,93,75,178000,"USD","Departamento","Venta"
"LWwXW1xTTuaER4eYh8//vA==","2019-05-17",-34.592606,-58.412209,"Recoleta",2,38,36,130000,"USD","Departamento","Venta"
"mUb8biKnocSdjUsyrzXxsQ==","2019-05-17",-34.5934412521,-58.3977453429,"Recoleta",2,55,55,205000,"USD","Departamento","Venta"
"KibV3xyQY8W5hUS4XN8enw==","2019-05-17",-34.5647726,-58.4399198,"Las Cañitas",1,37,33,125000,"USD","Departamento","Venta"
"rcMrB6lgQwR3jWVU0Ty2yw==","2019-05-17",-34.5868098,-58.385873,"Recoleta",3,108,108,395000,"USD","Departamento","Venta"
"r89LxY3NXPo5xc1dM210bg==","2019-05-17",-34.594246,-58.398511,"Recoleta",3,117,108,360000,"USD","Departamento","Venta"
"o4sIjOEUAAlQ0CLTobdWfQ==","2019-05-17",-34.590189,-58.407372,"Recoleta",3,71,71,229000,"USD","Departamento","Venta"
"6c9LInozIeLoUT2MGvllNw==","2019-05-17",-34.5750266768,-58.4365309752,"Las Cañitas",3,94,74,305000,"USD","Departamento","Venta"
"n0JK7QEIWmMCk2MdMvf0AA==","2019-05-17",-34.5868098,-58.385873,"Recoleta",4,108,108,395000,"USD","Departamento","Venta"
"uD59xHgyCVmU0q30MeqZ+A==","2019-05-17",-34.5675097633,-58.4378019864,"Las Cañitas",5,175,133,450000,"USD","Departamento","Venta"
"sPpFnS9xtx+DELaxdYa6zg==","2019-02-21",-34.5876388,-58.3892108,"Recoleta",5,380,380,1300000,"USD","Departamento","Venta"
"QOTNsCJnwwtrvMs0kbWoMA==","2019-02-21",-34.5974088852,-58.4042108198,"Recoleta",1,49,41,133000,"USD","Departamento","Venta"
"KzhFVxyqaTo9xw7OMBCDNQ==","2019-02-21",-34.5975192798,-58.4042510529,"Recoleta",1,46,38,124000,"USD","Departamento","Venta"
"BHqu8ypt3e+OhpEi+/IsHQ==","2019-02-21",-34.5973779747,-58.4042295952,"Recoleta",1,46,38,125500,"USD","Departamento","Venta"
"zPSQeLWTu3Dui9zP+PDRMg==","2019-02-21",-34.5974088852,-58.4042108198,"Recoleta",1,49,41,133000,"USD","Departamento","Venta"
"V6K+VHWdCjqbzKb87zKbxA==","2019-02-21",-34.5973779747,-58.4042295952,"Recoleta",1,46,38,125500,"USD","Departamento","Venta"
"8jlZw7AdOywvyZUuUDjqXg==","2019-02-21",-34.5659517,-58.4371939,"Las Cañitas",2,55,51,178000,"USD","Departamento","Venta"
"AF3iZTe6tB/7Ot0LD04Mhg==","2019-02-21",-34.5886037,-58.4008408,"Recoleta",3,69,69,220000,"USD","Departamento","Venta"
"cFHVKkn/542d09e2xezwgg==","2019-02-21",-34.5971778,-58.3934931,"Recoleta",3,102,90,289000,"USD","Departamento","Venta"
"Ho2yCn/imgReUrP7tnJbqQ==","2019-02-21",-34.586256,-58.395682,"Recoleta",4,112,102,379000,"USD","Departamento","Venta"
"aIS9CH/VlbGnCYfDZeGpyQ==","2019-02-21",-34.593309,-58.3958117,"Recoleta",6,231,231,880000,"USD","Departamento","Venta"
"qE/XY9PIpA9YvkCRrpHBcw==","2019-03-06",-34.5958411341,-58.408969486,"Recoleta",3,70,60,192000,"USD","Departamento","Venta"
"Bf0MUvgvWGqcOXLV/1499g==","2019-03-06",-34.586109,-58.387505,"Recoleta",3,95,95,330000,"USD","Departamento","Venta"
"GHprLcLvFW4+nmsNv4oZyA==","2019-03-06",-34.5940476762,-58.3931626386,"Recoleta",3,68,68,245000,"USD","Departamento","Venta"
"P1F8OcjVMJyuLZ29GPRfkg==","2019-03-06",-34.5940476762,-58.3931626386,"Recoleta",3,68,68,245000,"USD","Departamento","Venta"
"+LAXcigrDShciupiU5LwKw==","2019-06-07",-34.5929897,-58.3850387,"Recoleta",5,142,132,470000,"USD","Departamento","Venta"
"7E6VKwfgYi6b0qZTaU+5GQ==","2019-06-07",-34.5910753,-58.3984918,"Recoleta",3,127,80,279000,"USD","Departamento","Venta"
"rvgojah2O8Jv9TaExmPmZw==","2019-06-07",-34.597415,-58.401857,"Recoleta",3,95,95,346800,"USD","Departamento","Venta"
"ekaOyYnQvMPmULGqelDMCw==","2019-06-07",-34.5968884,-58.4106975,"Recoleta",3,69,60,215000,"USD","Departamento","Venta"
"GavFc+i8ibZ2Bw6/S7f9xw==","2019-06-07",-34.593323,-58.399782,"Recoleta",3,76,69,242000,"USD","Departamento","Venta"
"U6MBRcnG36ez2N3GLc+H3w==","2019-06-07",-34.590533,-58.406583,"Recoleta",4,102,95,309000,"USD","Departamento","Venta"
"ELXACbHE2HoSX1pdCO6RWg==","2019-01-19",-34.5938609,-58.405584,"Recoleta",4,103,92,340000,"USD","Departamento","Venta"
"9nfWlJpgCz7nRxQ1XAyacg==","2019-01-19",-34.5944774,-58.3922448,"Recoleta",4,97,95,310000,"USD","Departamento","Venta"
"12yptq3XVkiuPoddkXKW2w==","2019-01-19",-34.5940868412,-58.3971130116,"Recoleta",2,44,41,135000,"USD","Departamento","Venta"
"WLz7cVJPF5XsmqHKTwTeUA==","2019-01-19",-34.596787,-58.402248,"Recoleta",4,97,97,351500,"USD","Departamento","Venta"
"/6V+dGzYbi4199Zi4J43JQ==","2019-01-19",-34.593405572,-58.3952929346,"Recoleta",5,138,130,455000,"USD","Departamento","Venta"
"2d/r/2lGdQY17fTbuVhywg==","2019-03-03",-34.590384,-58.40172,"Recoleta",2,30,30,98000,"USD","Departamento","Venta"
"Uv5hzWc+Qs6A9sVwz2O0eA==","2019-03-03",-34.5918283873,-58.3983763,"Recoleta",4,137,129,485000,"USD","Departamento","Venta"
"8+o5yQIOMA2u3KLBKEtYrA==","2019-03-28",-34.5968803513,-58.4128860214,"Recoleta",1,55,45,157000,"USD","Departamento","Venta"
"O+Z1ZgQ54DZd8foxLsoAKg==","2019-03-28",-34.5949864843,-58.4025563567,"Recoleta",1,24,24,85000,"USD","Departamento","Venta"
"4zUvMNoe6CNY0iGZEQ7HCg==","2019-03-28",-34.593006,-58.413266,"Recoleta",1,33,33,105000,"USD","Departamento","Venta"
"1urtWL0KeIqZ9yeNScuJMg==","2019-03-28",-34.598757,-58.395227,"Recoleta",1,23,21,80000,"USD","Departamento","Venta"
"iy403mjRqSfSk/22wKyqIA==","2019-03-28",-34.591901,-58.396797,"Recoleta",2,47,47,168000,"USD","Departamento","Venta"
"LgLz0g12xDfylP9bJj6lVw==","2019-03-28",-34.5908137,-58.4038775,"Recoleta",2,90,63,219500,"USD","Departamento","Venta"
"LBfnlwR/kMk/c5EvgjSk/w==","2019-03-28",-34.6402062,-58.4242662,"Parque Chacabuco",2,41,34,86000,"USD","Departamento","Venta"
